gisjoin1890	year	statename	statenum	countyname	countynum	tpop	ln_totinc_pc1970	unionstates	gini_farmsize	banks50c	banks25c	capitalstock1902	banks50c1902	banks25c1902	tval_pc	capitalstock50pc	capitalstock_pc	ln_tval_pc	ln_manuf_val_pc	ln_farmprod_val_pc	ln_livestock_val_pc	ln_farm_mach_val_pc	ln_area_imp_farm_pc	ln_area_imp_farm	ln_manuf_estb	ln_numfarms	ln_meanfarmsize	ln_liabilities	ln_capitalstock	ln_loans	ln_liabilities_pc	ln_capitalstock_pc	ln_loans_pc	ln_tpop	banks_pc	farm_yield	insample_unionrural	insample_allrural	Mexcess_capital_pc	Mopt_capital_pc
2800570.0	1880	MISSISSIPPI	280	ITAWAMBA	570	10663	7537798	0	0.35689878463745117	0	0	0	0	0	4276742	0	0.0	37557766	0.954436	36931257	31250093	10188301	15731502	10847685	21972246	72477927	54975796							9274535	0.0	8330935	0	1	-56800000	56800000
2800570.0	1890	MISSISSIPPI	280	ITAWAMBA	570	11708	7537798	0	0.4799884557723999	0	0	0	0	0	33855995	0	0.0	35221162	1074173	34316757	3268105	12550055	15915648	10959593	29957323	74448333	5169574							9368028	0.0	62972364	0	1	-45600000	45600000
2800570.0	1900	MISSISSIPPI	280	ITAWAMBA	570	13544	7537798	0	0.4744562804698944	0	0	0	0	0	59889175	0	0.0	4092496	15481467	4010717	35069108	186889	1778929	11292628	3295837	77226777	48419957							9513699	0.0	931651	0	1	-61700000	61700000
2800590.0	1870	MISSISSIPPI	280	JACKSON	590	429123681640625	78135676	0	0.3402758836746216	0	0	0	0	0	10587277	0	0.0	4662238	4534112	2544119	25838852	-13305633	-12175136	71468167	21808689	43903637	29722888							836433	0.0	4301859	0	1	-33400000	33400000
2800590.0	1880	MISSISSIPPI	280	JACKSON	590	7607	78135676	0	0.5473619103431702	0	0	0	0	0	492198	0	0.0	3896296	38674254	0.33696035	0.883988	-22472248	-0.59517556	8341649	26390574	31354942	6351568							8936824	0.0	25399284	0	1	-24000000	24000000
2800590.0	1890	MISSISSIPPI	280	JACKSON	590	11251	78135676	0	0.4567202925682068	0	0	0	0	0	7029464	0	0.0	42526956	4006444	27306936	28411446	0.34144983	-0.0504002	9277812	26390574	62461066	58481846							9328213	0.0	16136662	0	1	-46800000	46800000
2800590.0	1900	MISSISSIPPI	280	JACKSON	590	16513	78135676	0	0.5505661368370056	0	0	0	0	0	12898631	0	0.0	48597064	476511	24546435	2596965	0.6340241	-0.695269	9016634	4356709	62989492	53586087							9711904	0.0	2333402	0	1	-55100000	55100000
2800610.0	1870	MISSISSIPPI	280	JASPER	610	10884	7279517	0	0.5561612844467163	0	0	0	0	0	7164857	0	0.0	42717733	0.025221273	4257356	37921264	16527882	1813061	1110811	21972246	73172126	40980725							9295049	0.0	11522426	0	1	-38500000	38500000
2800610.0	1880	MISSISSIPPI	280	JASPER	610	12126	7279517	0	0.49798622727394104	0	0	0	0	0	4924666	0	0.0	38968415	0.5470254	38611202	30036547	11696702	15705589	10973666	24849067	7031741	55073495							9403108	0.0	9880483	0	1	-41100000	41100000
2800610.0	1890	MISSISSIPPI	280	JASPER	610	14785	7279517	0	0.5331766605377197	0	0	0	0	0	5881948	0	0.0	4074473	11868366	40171533	32520168	11484165	17864245	11387793	32580965	76241307	51767592							9601369	0.0	9306648	0	1	-51600000	51600000
2800610.0	1900	MISSISSIPPI	280	JASPER	610	15394	7279517	0	0.5303748846054077	0	0	0	0	0	58430492	0	0.0	40678377	0.8226266	4028098	34171238	15444922	1675895	11317628	3465736	7720462	49323506							9641733	0.0	10508698	0	1	-53700000	53700000
2800630.0	1870	MISSISSIPPI	280	JEFFERSON	630	13848	69370375	0	0.7324728965759277	0	0	0	0	0	98352974	0	0.0	4588563	0.28285024	457498	36908543	17005378	15071697	11043066	25649493	6761573	4608348							9535896	0.0	21494778	0	1	-47000000	47000000
2800630.0	1880	MISSISSIPPI	280	JEFFERSON	630	17314	69370375	0	0.6787436008453369	0	0	0	0	0	53379925	0	0.0	39774346	0.31290418	39514847	31778975	11952482	12791289	110384	27725887	73466554	516145							9759271	0.0	14474027	0	1	-51100000	51100000
2800630.0	1890	MISSISSIPPI	280	JEFFERSON	630	18947	69370375	0	0.6727419495582581	0	0	0	0	0	6527968	0	0.0	4178681	0.97504646	41372185	33511264	13777075	15418653	11391266	19459101	74776044	49059157							98494005	0.0	13401321	0	1	-60500000	60500000
2800630.0	1900	MISSISSIPPI	280	JEFFERSON	630	21292	69370375	0	0.5908023715019226	0	0	0	0	0	79233894	0	0.0	4372404	18014035	4292864	3406439	18875165	16611491	11627235	40073333	8181721	4234844							9966086	0.0	13897583	0	1	-59400000	59400000
2800670.0	1870	MISSISSIPPI	280	JONES	670	3313	76367407	0	0.4594687819480896	0	0	0	0	0	4065771	0	0.0	37051885		37051885	37650673	0.35055912	12753173	9380927		5817111	38949738							8105609	0.0	1135742	0	1	-27800000	27800000
2800670.0	1880	MISSISSIPPI	280	JONES	670	3828	76367407	0	0.3819010555744171	0	0	0	0	0	28982498	0	0.0	3366692	0.8882094	32790947	35358353	0.7820725	120882	9458918	13862944	6086775	57788687							8250098	0.0	79270005	0	1	-22700000	22700000
2800670.0	1890	MISSISSIPPI	280	JONES	670	8333	76367407	0	0.35652488470077515	0	0	0	0	0	92376816	0	0.0	4525876	39969614	36361198	3140911	16011231	1165114	10193092	28903718	6823286	5602765							9027979	0.0	11834344	0	1	-33700000	33700000
2800670.0	1900	MISSISSIPPI	280	JONES	670	17846	76367407	0	0.48011514544487	0	0	0	0	0	15432365	0	0.0	5039052	4762015	36201258	2971727	144063	0.90418136	10693716	3988984	73530817	49640737							9789535	0.0	1511888	0	1	-63500000	63500000
2800690.0	1870	MISSISSIPPI	280	KEMPER	690	12920	7026283	0	0.5314339399337769	0	0	0	0	0	70986145	0	0.0	42624846	19116043	4162349	33782609	0.81918633	1456146	10922678	3295837	6505784	4787722							9466532	0.0	1497232	0	1	-32400000	32400000
2800690.0	1880	MISSISSIPPI	280	KEMPER	690	15719	7026283	0	0.5611277222633362	0	0	0	0	0	54486355	0	0.0	39979503	15242928	390991	3629246	10975727	16058817	11268507	29957323	75621614	509328							9662625	0.0	100144415	0	1	-31400000	31400000
2800690.0	1890	MISSISSIPPI	280	KEMPER	690	17961	7026283	0	0.5114141702651978	0	0	0	0	0	15334726	0	0.0	5032705	10965129	50129895	33008003	12418307	18153819	1161134	31780539	78336	5118108							9795958	0.0	24473907	0	1	-52400000	52400000
2800690.0	1900	MISSISSIPPI	280	KEMPER	690	20492	7026283	0	0.49854007363319397	0	0	0	0	0	65059586	0	0.0	41753035	14343941	4108617	3412793	17673738	17885824	117163725	38501475	8105911	46094112							992779	0.0	10176025	0	1	-57400000	57400000
2800710.0	1870	MISSISSIPPI	280	LAFAYETTE	710	1816043359375	7554329	0	0.5661640167236328	0	0	0	0	0	13382285	0	0.0	4896517	30342326	47277226	37505236	12832773	15572541	11364255	35762	78095226	39072094							9807	0.0	23818638	0	1	-37900000	37900000
2800710.0	1880	MISSISSIPPI	280	LAFAYETTE	710	21671	7554329	0	0.5227166414260864	0	0	0	0	0	50768494	0	0.0	3927276	13787559	3845852	294017	11647474	13840885	11367819	34011974	7678326	5190567							998373	0.0	1172547	0	1	-52600000	52600000
2800710.0	1890	MISSISSIPPI	280	LAFAYETTE	710	20553	7554329	0	0.5210639834403992	0	0	0	0	0	3953559	0	0.0	36772013	0.06370797	36498737	32063518	12857767	17821938	11712956	23978953	78407063	51434							9930762	0.0	6473261	0	1	-50500000	50500000
2800710.0	1900	MISSISSIPPI	280	LAFAYETTE	710	22110	7554329	0	0.525371789932251	0	0	0	0	0	7046721	0	0.0	42551475	18352157	41620145	34502516	20471528	1755336	11759121	426268	8261269	456982							10003785	0.0	11097041	0	1	-52100000	52100000
2800750.0	1870	MISSISSIPPI	280	LAUDERDALE	750	13462	772165	0	0.5058533549308777	0	0	0	0	0	41045906	0	0.0	37146912		37146912	30497334	10957607	11775688	10685195		6315358	4784874							9507627	0.0	12643236	0	1	-46300000	46300000
2800750.0	1880	MISSISSIPPI	280	LAUDERDALE	750	21501	772165	0	0.5389477610588074	0	0	0	0	0	58041626	0	0.0	40611606	29990778	36369176	26485498	1087058	11839466	111598015	37612002	7470224	50803633							9975855	0.0	11622828	0	1	-63900000	63900000
2800770.0	1870	MISSISSIPPI	280	LAWRENCE	770	710550345993042	74340167	0	0.5083401799201965	0	0	0	0	0	7008865	0	0.0	4249761	0.95224524	42120852	35821116	0.87684906	1557912	10426537	25060692	6359615	44855404							8868625	0.0	14213228	0	1	-25600000	25600000
2800770.0	1880	MISSISSIPPI	280	LAWRENCE	770	9526021781921380	74340167	0	0.4336343761533499	0	0	0	0	0	5692863	0	0.0	40417986	0.9755907	39940803	3432583	12977498	16087587	10770541	26390574	71461153	5373742							9161782	0.0	108625555	0	1	-28700000	28700000
2800770.0	1890	MISSISSIPPI	280	LAWRENCE	770	12318	74340167	0	0.39484021067619324	0	0	0	0	0	7321676	0	0.0	4293424	0.6613094	42666078	3527382	14577198	17773272	11196144	26390574	746451	5377171							9418817	0.0	12052602	0	1	-45700000	45700000
2800770.0	1900	MISSISSIPPI	280	LAWRENCE	770	15103	74340167	0	0.4855574071407318	0	0	0	0	0	6872986	0	0.0	42301836	1443599	4166571	34200046	18265913	18140651	11436714	37612002	7828038	47566476							9622648	0.0	10511882	0	1	-55900000	55900000
2800790.0	1870	MISSISSIPPI	280	LEAKE	790	8496	7334235	0	0.5466171503067017	0	0	0	0	0	7577366	0	0.0	43277507	0.92659533	42938476	35355647	0.6775482	17070781	10754429	17917595	67730803	4393983							9047351	0.0	13286782	0	1	-29000000	29000000
2800790.0	1880	MISSISSIPPI	280	LEAKE	790	13146	7334235	0	0.5029962658882141	0	0	0	0	0	59403393	0	0.0	40843515	12296557	4025054	31306539	12445574	14923792	10976252	27725887	7518064	5129317							9483872	0.0	125871315	0	1	-33900000	33900000
2800790.0	1890	MISSISSIPPI	280	LEAKE	790	14803	7334235	0	0.41680359840393066	0	0	0	0	0	51408634	0	0.0	39398062	0.9242171	3889547	3209496	13448825	16900427	11292628	27080503	76338534	51756263							9602585	0.0	9020541	0	1	-44000000	44000000
2800790.0	1900	MISSISSIPPI	280	LEAKE	790	17360	7334235	0	0.45391160249710083	0	0	0	0	0	59251038	0	0.0	40817833	1274078	40195427	32947845	17680552	17779939	11539918	3871201	79215355	4749343							9761924	0.0	940789	0	1	-68800000	68800000
2800810.0	1870	MISSISSIPPI	280	LEE	810	12642224609375	7783516	0	0.6726613640785217	0	0	0	0	0	8744545	0	0.0	4471015	0.85403526	44437838	37232385	17062798	15097786	109545765	19644947	7353059	40677853							94447975	0.0	18802794	0	1	-58800000	58800000
2800810.0	1880	MISSISSIPPI	280	LEE	810	20470	7783516	0	0.526336669921875	0	0	0	0	0	52828773	0	0.0	3967056	12476975	3898866	30394313	152007	16042658	11530981	36109178	7629976	5080642							9926716	0.0	9920469	0	1	-74100000	74100000
2800810.0	1890	MISSISSIPPI	280	LEE	810	20040	7783516	0	0.5137894153594971	0	0	0	0	0	35212826	0	0.0	35614104	1821139	33684652	32254808	12111328	17597833	11665269	3218876	77217917	49916043							9905485	0.0	49962215	0	1	-69700000	69700000
2800830.0	1870	MISSISSIPPI	280	LEFLORE	830	58357763671875	74888406	0	0.46793316304683685	0	0	0	0	0	11790827	0	0.0	4769907	18525451	4714314	38879256	17112622	17408551	10412618	24769075	6393628	42073884							8671762	0.0	1955945	0	1	-30000000	30000000
2800830.0	1880	MISSISSIPPI	280	LEFLORE	830	1020529296875	74888406	0	0.6835379600524902	0	0	0	0	0	7948126	0	0.0	4375521	-0.16356435	43647804	31664703	22232563	13659343	10596596	10946314	6089589	57224264							9230661	0.0	2006238	0	1	-40500000	40500000
2800830.0	1890	MISSISSIPPI	280	LEFLORE	830	16869	74888406	0	0.6304493546485901	0	0	0	0	0	101203094	0	0.0	46171293	0.36190754	46028376	33649197	20982919	15588214	11292054	24849067	7650169	43546777							97332325	0.0	20989374	0	1	-62100000	62100000
2800830.0	1900	MISSISSIPPI	280	LEFLORE	830	23834	74888406	0	0.48718011379241943	0	0	0	0	0	12444348	0	0.0	48238516	3668148	44457545	32630496	20752265	1591172	1167004	4574711	8358432	38810344							10078869	0.0	1736719	0	1	-44400000	44400000
2800850.0	1870	MISSISSIPPI	280	LINCOLN	850	10184	7543932	0	0.5149061679840088	0	0	0	0	0	7326365	0	0.0	42940645	27078996	4065017	32943482	11905783	12231803	10451754	37841897	65792513	4233976							9228573	0.0	17147234	0	1	-29700000	29700000
2800850.0	1880	MISSISSIPPI	280	LINCOLN	850	13547	7543932	0	0.5303889513015747	0	0	0	0	0	5505049	0	0.0	40082507	26922271	36960032	3089612	11860152	1408577	10922498	3218876	73714895	52881703							9513921	0.0	9849555	0	1	-40300000	40300000
2800850.0	1890	MISSISSIPPI	280	LINCOLN	850	17912	7543932	0	0.5043511390686035	0	0	0	0	0	9277361	0	0.0	45301623	38749566	37975771	31924236	14025198	14495428	11242769	34339871	758883	5130286							9793226	0.0	10464979	0	1	-42000000	42000000
2800850.0	1900	MISSISSIPPI	280	LINCOLN	850	21552	7543932	0	0.48981931805610657	0	0	0	0	0	126626114	0	0.0	4841239	4406705	3798345	31413035	19024994	139552	11373744	44886365	77475967	4603673							9978224	0.0	11054363	0	1	-55900000	55900000
2800870.0	1870	MISSISSIPPI	280	LOWNDES	870	25296224609375	76448464	0	0.5264379382133484	0	0	0	0	0	7954613	0	0.0	4376337	26034665	41901946	30139318	0.840809	15598651	11698276	4130351	6503705	54585276							10138411	0.0	13878341	0	1	-31500000	31500000
2800870.0	1880	MISSISSIPPI	280	LOWNDES	870	28244	76448464	0	0.6036794185638428	0	0	0	0	0	4914357	0	0.0	3894746	22370963	36833007	27720952	10895547	1497874	117465105	3583519	7572503	504671							10248636	0.0	88944435	0	1	-53400000	53400000
2800870.0	1900	MISSISSIPPI	280	LOWNDES	870	29095	76448464	0	0.5181257128715515	0	0	0	0	0	7880574	0	0.0	4366986	33223608	39333932	3162638	1911774	16404489	11918771	4634729	8151045	4330743							10278321	0.0	9904057	0	1	-48700000	48700000
2800890.0	1870	MISSISSIPPI	280	MADISON	890	20948	73523707	0	0.4807068407535553	0	0	0	0	0	107737114	0	0.0	4679694	16254067	46313896	369208	18921573	2318225	122680235	34965076	65567784	58748507							9949799	0.0	10106358	0	1	-31300000	31300000
2800890.0	1880	MISSISSIPPI	280	MADISON	890	25866	73523707	0	0.6539085507392883	0	0	0	0	0	6098001	0	0.0	4110546	0.429605	4085024	30372944	15136367	15959239	11756609	25649493	7886081	4950626							10160685	0.0	12050426	0	1	-27900000	27900000
2800890.0	1890	MISSISSIPPI	280	MADISON	890	27321	73523707	0	0.6284716129302979	0	0	0	0	0	5646971	0	0.0	40337043	0.54119325	40028076	33211527	15246501	19986348	12214046	28903718	80110235	49002376							10215411	0.0	74199533	0	1	-36500000	36500000
2800890.0	1900	MISSISSIPPI	280	MADISON	890	32493	73523707	0	0.5460419058799744	0	0	0	0	0	6445819	0	0.0	41660166	19731505	40476875	32971787	17122654	19042591	12293039	4317488	8458928	433502							1038878	0.0	8528628	0	1	-50600000	50600000
2800910.0	1870	MISSISSIPPI	280	MARION	910	3209091552734370	7440908	0	0.5989370346069336	0	0	0	0	0	4709689	0	0.0	3852207		3852207	37908223	12714828	15557796	9629523		58810205	41694818							8073743	0.0	9938612	0	1	-22300000	22300000
2800910.0	1880	MISSISSIPPI	280	MARION	910	5296486328125	7440908	0	0.6378130316734314	0	0	0	0	0	27894218	0	0.0	33284194		33284194	33871543	0.20569028	0.9631401	9537939		64888153	5145879							8574799	0.0	10647013	0	1	-36700000	36700000
2800910.0	1890	MISSISSIPPI	280	MARION	910	9532	7440908	0	0.42001405358314514	0	0	0	0	0	62674046	0	0.0	41379476	2967451	3766575	35134478	1296542	1215478	10377888	27725887	71212525	5417143							916241	0.0	12821163	0	1	-49800000	49800000
2800910.0	1900	MISSISSIPPI	280	MARION	910	13339681640625	7440908	0	0.4654911756515503	0	0	0	0	0	7345848	0	0.0	42967205	3335242	3814924	33870468	18229208	13891051	10887604	37491796	747291	489675							9498499	0.0	11311489	0	1	-73500000	73500000
2800930.0	1870	MISSISSIPPI	280	MARSHALL	930	24446416015625	72229686	0	0.5286274552345276	0	0	0	0	0	9157619	0	0.0	45171714	2037083	4429721	3619859	1158015	18603722	11964611	44496737	8053218	42491126							101042385	0.0	13057314	0	1	-31900000	31900000
2800930.0	1880	MISSISSIPPI	280	MARSHALL	930	29330	72229686	0	0.5209139585494995	0	0	0	0	0	7563785	0	0.0	4325957	19410031	4229343	29720635	12515348	17027997	11989166	35263605	79069157	5014637							10286366	0.0	12510189	0	1	-34000000	34000000
2800930.0	1890	MISSISSIPPI	280	MARSHALL	930	26043	72229686	0	0.5481699705123901	0	0	0	0	0	59473755	0	0.0	4085535	15366611	4004141	33203769	14724061	20534325	12220937	3583519	81967125	492054							10167504	0.0	7033671	0	1	-47400000	47400000
2800930.0	1900	MISSISSIPPI	280	MARSHALL	930	27674	72229686	0	0.4660980999469757	0	0	0	0	0	7026693	0	0.0	4252301	19416941	4147828	33689828	18813682	10932863	11321535	45849676	8415382	45212626							10228249	0.0	21211466	0	1	-50100000	50100000
2800950.0	1870	MISSISSIPPI	280	MONROE	950	22397470703125	75601907	0	0.5512576699256897	0	0	0	0	0	72807655	0	0.0	42878213	18861011	41928926	33678885	0.8350912	14378351	11454538	13759217	7201922	455789							10016704	0.0	15721945	0	1	-73400000	73400000
2800950.0	1880	MISSISSIPPI	280	MONROE	950	28553	75601907	0	0.5680566430091858	0	0	0	0	0	6513053	0	0.0	41763935	1866321	40718613	31474023	15389329	16968625	1195638	39702919	7986845	510826							10259518	0.0	10751001	0	1	-66700000	66700000
2800950.0	1900	MISSISSIPPI	280	MONROE	950	31216	75601907	0	0.5245876312255859	1	0	50	1	0	8569503	0,4726742708	0.0016017427	44507947	3060344	41644945	33363457	20615103	1792336	12141022	45108595	8487558	44121475	57838254	3912023	4477337	-4564861	-6436663	-58713493	10348686	0.032034855	10720508	0	1	88000000	54800000
2800970.0	1870	MISSISSIPPI	280	MONTGOMERY	970	8160591552734370	73548803	0	0.539183184504509	0	0	0	0	0	8234195	0	0.0	44108806	15695653	43507605	3585661	100092	15948993	10601972	25712318	65292864	44357357							90070715	0.0	15734581	0	1	-36400000	36400000
2800970.0	1880	MISSISSIPPI	280	MONTGOMERY	970	13137883506774900	73548803	0	0.4522141804918647	0	0	0	0	0	56802208	0	0.0	4039575	13487066	39693437	3009528	13321383	15084863	10991741	2873499	7070378	5400935							9483255	0.0	11714852	0	1	-43700000	43700000
2800970.0	1890	MISSISSIPPI	280	MONTGOMERY	970	14459	73548803	0	0.5135149955749512	0	0	0	0	0	51591396	0	0.0	39433548	12913991	38702323	33553698	15982405	17976094	11376682	29957323	7498316	5125218							9579072	0.0	7945636	0	1	-56500000	56500000
2800970.0	1900	MISSISSIPPI	280	MONTGOMERY	970	16536	73548803	0	0.4891190230846405	0	0	0	0	0	738545	0	0.0	4302097	30839558	39514332	33647568	17467569	17094321	11422728	41108737	77807207	45901837							9713295	0.0	94121475	0	1	-51500000	51500000
2800990.0	1870	MISSISSIPPI	280	NESHOBA	990	74255283203125	750112	0	0.3196496069431305	0	0	0	0	0	7327597	0	0.0	4294233	0.49568263	4271575	38845458	18324363	14490123	10361691	10967997	6915893	36687145							8912679	0.0	16819897	0	1	-26700000	26700000
2800990.0	1880	MISSISSIPPI	280	NESHOBA	990	8741	750112	0	0.4214632511138916	0	0	0	0	0	5779602	0	0.0	405692	16300007	39644663	32644913	14202884	16601602	1073594	27080503	71553965	5438561							907578	0.0	10017225	0	1	-37500000	37500000
2800990.0	1890	MISSISSIPPI	280	NESHOBA	990	11146	750112	0	0.4222860038280487	0	0	0	0	0	564302	0	0.0	40330043	0.55630356	40016074	34202151	14902858	16906532	11009489	25649493	7422374	52427096							9318836	0.0	100840435	0	1	-50200000	50200000
2800990.0	1900	MISSISSIPPI	280	NESHOBA	990	12726	750112	0	0.4498307406902313	0	0	0	0	0	6638386	0	0.0	4195454	0.7731899	4162271	35418653	18134463	17667493	11218152	33322046	7721349	4808869							9451403	0.0	10973923	0	1	-66300000	66300000
2801010.0	1870	MISSISSIPPI	280	NEWTON	1010	10067	7532646	0	0.5152193307876587	0	0	0	0	0	74131615	0	0.0	4305842	26077282	4103691	3523001	13473	1580392	1079741	31354942	6731018	44289827							9217018	0.0	12469669	0	1	-38700000	38700000
2801010.0	1880	MISSISSIPPI	280	NEWTON	1010	13436	7532646	0	0.47514548897743225	0	0	0	0	0	519287	0	0.0	39498715	15523145	38545275	31012542	14668579	14628328	10968526	30445225	73085427	5353498							95056925	0.0	10932005	0	1	-38600000	38600000
2801010.0	1890	MISSISSIPPI	280	NEWTON	1010	16625	7532646	0	0.508433997631073	0	0	0	0	0	57956814	0	0.0	4059698	0.9765041	40128026	34187074	14840622	16985004	11417163	31780539	7822445	5067251							9718663	0.0	10117864	0	1	-55000000	55000000
2801010.0	1900	MISSISSIPPI	280	NEWTON	1010	19708	7532646	0	0.5071555376052856	0	0	0	0	0	73626854	0	0.0	429901	2672506	40800877	34253535	17181822	17632812	11652061	41431346	8094684	4585171							988878	0.0	10143229	0	1	-68000000	68000000
2801030.0	1870	MISSISSIPPI	280	NOXUBEE	1030	20905	71658573	0	0.5256925821304321	0	0	0	0	0	11384496	0	0.0	47348375	23116755	46420193	37920213	21478722	20333526	11981096	3637586	67787848	5423952							9947743	0.0	13580933	0	1	-29800000	29800000
2801030.0	1880	MISSISSIPPI	280	NOXUBEE	1030	29874	71658573	0	0.5762889385223389	0	0	0	0	0	6659503	0	0.0	419863	18970296	409316	29731197	12252551	16249428	11929687	3583519	7518607	5308461							10304744	0.0	1180139	0	1	-31500000	31500000
2801030.0	1890	MISSISSIPPI	280	NOXUBEE	1030	27338	71658573	0	0.5933958888053894	0	0	0	0	0	54895348	0	0.0	4005429	13716196	39309158	3248174	129188	17975769	1201361	35263605	7893199	48698864							10216033	0.0	844301	0	1	-43900000	43900000
2801030.0	1900	MISSISSIPPI	280	NOXUBEE	1030	30846	71658573	0	0.5044049024581909	0	0	0	0	0	55594437	0	0.0	4018083	14674885	39368348	33656423	17362931	18357018	12172464	4356709	8392083	4328899							10336762	0.0	8175427	0	1	-45800000	45800000
2801050.0	1870	MISSISSIPPI	280	OKTIBBEHA	1050	107147578125	7563143	0	0.5964594483375549	0	0	0	0	0	90280235	0	0.0	45029187	15627534	4448613	3477264	18615682	17379099	11017287	3136601	66856794	4649836							9279377	0.0	15039853	0	1	-32300000	32300000
2801050.0	1880	MISSISSIPPI	280	OKTIBBEHA	1050	15978	7563143	0	0.4869862198829651	0	0	0	0	0	53344475	0	0.0	39767704	16346402	38757088	32199543	12638063	14087741	11087742	27080503	7104965	5245716							9678968	0.0	11786262	0	1	-34800000	34800000
2801050.0	1900	MISSISSIPPI	280	OKTIBBEHA	1050	20183	7563143	0	0.5118491649627686	0	0	0	0	0	60689144	0	0.0	4105765	2003639	39754324	34226959	18184203	17810582	11693654	40775375	8059277	4253613							9912596	0.0	8974384	0	1	-60300000	60300000
2801070.0	1870	MISSISSIPPI	280	PANOLA	1070	19454705078125	73332176	0	0.4465111196041107	0	0	0	0	0	109663925	0	0.0	46974206	18345569	463862	35521615	139194	16074797	11483324	35989115	75545835	42181168							9875844	0.0	20720848	0	1	-31600000	31600000
2801070.0	1880	MISSISSIPPI	280	PANOLA	1070	28352	73332176	0	0.5764302611351013	0	0	0	0	0	63117027	0	0.0	41449904	10803527	40971956	31268415	1543303	1655517	11907969	34339871	77336836	51189294							10252453	0.0	11492317	0	1	-30700000	30700000
2801070.0	1890	MISSISSIPPI	280	PANOLA	1070	26977	73332176	0	0.5265825390815735	0	0	0	0	0	5879746	0	0.0	40740986	0.56971616	4043572	33830807	17041851	20198703	1222261	28903718	8027802	5055932							1020274	0.0	75662823	0	1	-53500000	53500000
2801070.0	1900	MISSISSIPPI	280	PANOLA	1070	29027	73332176	0	0.4466111958026886	0	0	0	0	0	6590071	0	0.0	41881495	14038556	41243863	3493642	18938937	1863855	12139836	44426513	8464636	4320911							10275982	0.0	95881815	0	1	-44500000	44500000
2801090.0	1870	MISSISSIPPI	280	PEARL	RIVER	1329552001953120	0	7608249	4270695400238030	0	0	0	0	0	0.0	0	0.0	0.0	4449644	38320448	36747713	31900737	0.4680079	0.6912439	8470911	11473397	48515124	37543619							77796674		0	0	51700000	2760
2801090.0	1880	MISSISSIPPI	280	PEARL	RIVER	1329552001953120	0	7608249	18966129302978500	0	0	0	0	0	0.0	0	0.0	0.0	35011458	221839	3176423	31497388	0.41742495	0.37558404	8605628	12527002	5747742	52452397							8230044		0	0	49900000	2070
2801110.0	1870	MISSISSIPPI	280	PERRY	1110	2694	76533165	0	0.41434788703918457	0	0	0	0	0	56809578	0	0.0	4039705	1758165	39319785	39971104	0.87877303	10569237	8955707	26390574	60088134	31949556							78987823	0.0	17726393	0	1	-47100000	47100000
2801110.0	1880	MISSISSIPPI	280	PERRY	1110	3427	76533165	0	0.576231062412262	0	0	0	0	0	2416691	0	0.0	31849844	0.48030928	31157498	38405092	0.9406773	10789672	9218408	1609438	60185933	55378847							8139441	0.0	7665906	0	1	-35700000	35700000
