gisjoin1890	year	statename	statenum	countyname	countynum	tpop	ln_totinc_pc1970	unionstates	gini_farmsize	banks50c	banks25c	capitalstock1902	banks50c1902	banks25c1902	tval_pc	capitalstock50pc	capitalstock_pc	ln_tval_pc	ln_manuf_val_pc	ln_farmprod_val_pc	ln_livestock_val_pc	ln_farm_mach_val_pc	ln_area_imp_farm_pc	ln_area_imp_farm	ln_manuf_estb	ln_numfarms	ln_meanfarmsize	ln_liabilities	ln_capitalstock	ln_loans	ln_liabilities_pc	ln_capitalstock_pc	ln_loans_pc	ln_tpop	banks_pc	farm_yield	insample_unionrural	insample_allrural	Mexcess_capital_pc	Mopt_capital_pc
2801110.0	1890	MISSISSIPPI	280	PERRY	1110	6494	76533165	0	0.2728305757045746	0	0	0	0	0	11304774	0	0.0	47278104	4363438	35415707	34876869	17939643	0.98949194	9768126	1609438	6605298	5662065							8778634	0.0	12833754	0	1	-25000000	25000000
2801110.0	1900	MISSISSIPPI	280	PERRY	1110	14682	76533165	0	0.47066769003868103	1	0	125	1	0	10938939	2,5124303477	0.008513827	4694914	4391601	33540967	32192	15917091	0.5271204	10121498	3912023	70457764	5057416	67661915	4828314	6133398	-28281858	-47660637	-34609795	95943775	0.13622123	16894299	0	1	37900000	 
2801130.0	1870	MISSISSIPPI	280	PIKE	1130	109726748046875	74316087	0	0.4629797339439392	0	0	0	0	0	60078476	0	0.0	40956516	22159324	39300303	3038967	0.6392569	10487909	10351954	373154	5976693	483099							9303164	0.0	17836367	0	1	-26600000	26600000
2801130.0	1880	MISSISSIPPI	280	PIKE	1130	16688	74316087	0	0.4464365839958191	0	0	0	0	0	3963315	0	0.0	36796658	20095274	34711387	28922608	12932945	11706393	10893085	29957323	7293698	5408462							97224455	0.0	9979165	0	1	-42800000	42800000
2801130.0	1890	MISSISSIPPI	280	PIKE	1130	21203	74316087	0	0.43502652645111084	0	0	0	0	0	88847664	0	0.0	4486923	38114219	3775813	31106236	0.9731714	13593221	1132122	41108737	7596392	53316565							9961898	0.0	11206469	0	1	-52800000	52800000
2801130.0	1900	MISSISSIPPI	280	PIKE	1130	27545	74316087	0	0.49977463483810425	0	0	0	0	0	97436485	0	0.0	45792007	40324073	37145464	29269333	15533276	12544471	11478024	4356709	78438487	47494793							10223577	0.0	11705975	0	1	-48800000	48800000
2801150.0	1870	MISSISSIPPI	280	PONTOTOC	1150	10577891967773400	74260864	0	0.44636082649230957	0	0	0	0	0	82977974	0	0.0	44185753	1811616	4341955	38416677	16449226	16522638	10918785	30884426	7454642	37800605							9266521	0.0	14727128	0	1	-41000000	41000000
2801150.0	1880	MISSISSIPPI	280	PONTOTOC	1150	13858	74260864	0	0.5164138078689575	0	0	0	0	0	51794918	0	0.0	3947292	10571376	38901207	32326982	15719568	16595124	11196131	25649493	76187425	4975919							9536618	0.0	9305527	0	1	-42000000	42000000
2801150.0	1890	MISSISSIPPI	280	PONTOTOC	1150	14940	74260864	0	0.513130247592926	0	0	0	0	0	3265395	0	0.0	34859657	-0.17034538	34597988	3359929	14058477	16500221	1126182	21972246	76861625	49797435							9611797	0.0	6109083	0	1	-45900000	45900000
2801150.0	1900	MISSISSIPPI	280	PONTOTOC	1150	18274	74260864	0	0.506650984287262	0	0	0	0	0	6348134	0	0.0	4150746	12314137	40952654	34469724	17255535	1541082	11354317	40073333	8122074	43628716							9813234	0.0	12860792	0	1	-65100000	65100000
2801170.0	1870	MISSISSIPPI	280	PRENTISS	1170	9460413986206050	75382795	0	0.47413927875459194	0	0	0	0	0	7274403	0	0.0	4286947	15139735	4222434	35219479	16651231	14627076	10617579	2734822	67257123	4311361							9154871	0.0	15795522	0	1	-39000000	39000000
2801170.0	1880	MISSISSIPPI	280	PRENTISS	1170	12158	75382795	0	0.5230056643486023	0	0	0	0	0	5853109	0	0.0	4069558	17215939	39691148	31983273	1355092	15919809	10997724	31780539	75109777	50225644							9405743	0.0	1077398	0	1	-51400000	51400000
2801170.0	1890	MISSISSIPPI	280	PRENTISS	1170	13679	75382795	0	0.40073972940444946	0	0	0	0	0	48584545	0	0.0	38833055	25872543	3563637	33441894	1321244	16286254	11152243	3583519	7425954	5242549							9523617	0.0	6924125	0	1	-48100000	48100000
2801170.0	1900	MISSISSIPPI	280	PRENTISS	1170	15788	75382795	0	0.4979460835456848	0	0	0	0	0	659936	0	0.0	41895576	24259098	4001518	34083502	18900326	15506896	11217695	3912023	78597994	44944544							9667006	0.0	1159795	0	1	-60500000	60500000
2801190.0	1870	MISSISSIPPI	280	QUITMAN	1190	4360070785522460	71015267	0	0.4753354862332344	0	0	0	0	0	10662026	0	0.0	46692734	14283892	46293583	35652602	17602893	13864063	976665	17521335	54142504	4466338							8380243	0.0	25609203	0	1	-46700000	46700000
2801190.0	1880	MISSISSIPPI	280	QUITMAN	1190	1407	71015267	0	0.4111170470714569	0	0	0	0	0	8023099	0	0.0	43849096		43849096	35547793	19715705	14014595	8650675		41271343	60873795							7249215	0.0	19755863	0	1	-48500000	48500000
2801190.0	1890	MISSISSIPPI	280	QUITMAN	1190	3286	71015267	0	0.6670631170272827	0	0	0	0	0	7561169	0	0.0	43256106	10295324	428788	35290065	175582	15720463	9669473	10986123	5948035	47590446							8097426	0.0	15117205	0	1	-46200000	46200000
2801190.0	1900	MISSISSIPPI	280	QUITMAN	1190	5435	71015267	0	0.5404972434043884	0	0	0	0	0	10442208	0	0.0	46484413	17282712	4593008	355889	2341027	1458294	10058908	25649493	69382844	38200545							8600615	0.0	22982065	0	1	-40300000	40300000
2801210.0	1870	MISSISSIPPI	280	RANKIN	1210	12977	75911965	0	0.5115640163421631	0	0	0	0	0	83383446	0	0.0	442345	0.63107663	440065	35762146	14098642	12822131	10753147	23978953	65467854	4702142							9470934	0.0	22611006	0	1	-34500000	34500000
2801210.0	1880	MISSISSIPPI	280	RANKIN	1210	16752	75911965	0	0.5063523054122925	0	0	0	0	0	57383537	0	0.0	40497575	0.9807621	40021753	3052157	0.994679	14230393	11149312	3295837	7454141	5353803							9726273	0.0	13185741	0	1	-41900000	41900000
2801210.0	1890	MISSISSIPPI	280	RANKIN	1210	17922	75911965	0	0.5575046539306641	0	0	0	0	0	59413292	0	0.0	4084518	20862465	39388337	33502622	16513976	18433038	11637088	29957323	77146773	5231618							9793784	0.0	8129747	0	1	-59200000	59200000
2801210.0	1900	MISSISSIPPI	280	RANKIN	1210	20955	75911965	0	0.5465645790100098	0	0	0	0	0	57773754	0	0.0	4056535	15986618	39670289	34648945	18626012	1827892	11778025	37841897	8130942	4645997							9950132	0.0	8492106	0	1	-49400000	49400000
2801230.0	1870	MISSISSIPPI	280	SCOTT	1230	7847	73625116	0	0.6077733039855957	0	0	0	0	0	774408	0	0.0	4349514	22513387	42186303	35850964	0.17759523	15934577	10561344	31780539	69641356	4029428							8967887	0.0	13806956	0	1	-43500000	43500000
2801230.0	1880	MISSISSIPPI	280	SCOTT	1230	10845	73625116	0	0.534811794757843	0	0	0	0	0	5531692	0	0.0	40130787	0.058381986	39937284	31121395	15930386	1297924	10589383	19459101	7194437	51851645							9291459	0.0	148174305	0	1	-40500000	40500000
2801230.0	1890	MISSISSIPPI	280	SCOTT	1230	11740	73625116	0	0.5032930374145508	0	0	0	0	0	46942333	0	0.0	0.0	38489199	0.7769699	38014815	32239397	12117788	15475625	1091832	1609438	7325149	5196914							9370757		0	0	49500000	160
2801230.0	1900	MISSISSIPPI	280	SCOTT	1230	14316	73625116	0	0.5075161457061768	0	0	0	0	0	5405609	0	0.0	39900222	17935159	38721495	32699704	16156355	16004989	11169632	33322046	76415644	4765592							9569133	0.0	9695389	0	1	-63700000	63700000
2801250.0	1870	MISSISSIPPI	280	SHARKEY	1250	434902587890625	72181506	0	0.40963153541088104	0	0	0	0	0	18111668	0	0.0	51991415	11554976	51814528	36824658	3230319	16182922	9995999	16733111	40101314	62173405							83777075	0.0	35274498	0	1	-36400000	36400000
2801250.0	1880	MISSISSIPPI	280	SHARKEY	1250	6306	72181506	0	0.5264963507652283	0	0	0	0	0	12566381	0	0.0	483361		483361	34533348	19912617	13704705	10119727		49767337	5985533							8749257	0.0	31917028	0	1	-42200000	42200000
2801250.0	1890	MISSISSIPPI	280	SHARKEY	1250	8382	72181506	0	0.7012816071510315	0	0	0	0	0	11604271	0	0.0	4753958	0.52362806	4739304	31557965	22006917	16804426	10714285	13862944	68416157	44096856							9033842	0.0	21303286	0	1	-54100000	54100000
2801250.0	1900	MISSISSIPPI	280	SHARKEY	1250	12178	72181506	0	0.506025493144989	0	0	0	0	0	12086558	0	0.0	4794679	22454836	4713312	35321739	23327544	16131263	11020513	37841897	76221747	38278217							9407387	0.0	22202078	0	1	-70000000	70000000
2801270.0	1870	MISSISSIPPI	280	SIMPSON	1270	5718	74171	0	0.48233744502067566	0	0	0	0	0	689227	0	0.0	42329855	15974745	4158604	35223815	0.39137542	1431681	100830555	26390574	6070738	4531096							8651375	0.0	15285786	0	1	-51200000	51200000
2801270.0	1880	MISSISSIPPI	280	SIMPSON	1270	8008	74171	0	0.370657742023468	0	0	0	0	0	46041084	0	0.0	3829534	0.9052409	37743356	27945197	0.47500172	13688796	10357076	13862944	6733402	54840236							8988196	0.0	11083485	0	1	-50100000	50100000
2801270.0	1890	MISSISSIPPI	280	SIMPSON	1270	10138	74171	0	0.3008694052696228	0	0	0	0	0	6829523	0	0.0	42238398	0.9742357	4184278	33857903	13899373	17709788	10995025	26390574	7158514	55343843							9224046	0.0	111707535	0	1	-51800000	51800000
2801270.0	1900	MISSISSIPPI	280	SIMPSON	1270	12800	74171	0	0.48802366852760315	0	0	0	0	0	64034065	0	0.0	41594152	22486072	39992924	33621993	16006495	175841	112156105	3295837	7678326	47109094							94572	0.0	9401624	0	1	-73300000	73300000
2801290.0	1870	MISSISSIPPI	280	SMITH	1290	7126	7472163	0	0.48975157737731934	0	0	0	0	0	59413414	0	0.0	408452	11250626	40312805	3560854	0.7347884	14780133	10349519	20794415	63207684	4477572							8871506	0.0	12849017	0	1	-40200000	40200000
2801290.0	1880	MISSISSIPPI	280	SMITH	1290	8088	7472163	0	0.3706604242324829	0	0	0	0	0	45443375	0	0.0	3816467	11443677	3744856	31497293	1260154	13801864	10378324	28332133	6934397	5474498							89981365	0.0	10640522	0	1	-34100000	34100000
2801290.0	1890	MISSISSIPPI	280	SMITH	1290	10635	7472163	0	0.38436663150787354	0	0	0	0	0	57334557	0	0.0	40489035	-0.110440545	40331626	3446062	15840117	1661237	10933143	19459101	74091363	5342847							9271906	0.0	1071801	0	1	-44700000	44700000
2801290.0	1900	MISSISSIPPI	280	SMITH	1290	13055	7472163	0	0.4803656339645386	0	0	0	0	0	63764534	0	0.0	4155197	18212203	40532646	3473559	17271614	17563115	11233238	38286414	7783224	47730336							9476927	0.0	9943837	0	1	-45800000	45800000
2801330.0	1870	MISSISSIPPI	280	SUNFLOWER	1330	5214576232910150	72068677	0	0.4577048048377037	0	0	0	0	0	1919134	0	0.0	52570443	10184747	5242511	40746784	29826927	16811976	10240411	15752952	61183543	4723862							8559213	0.0	35209408	0	1	-31800000	31800000
2801330.0	1880	MISSISSIPPI	280	SUNFLOWER	1330	4661	72068677	0	0.5098032355308533	0	0	0	0	0	67210686	0	0.0	42078323		42078323	31445386	17410042	10996845	954667		54380794	56523213							8446985	0.0	22379555	0	1	-37600000	37600000
2801330.0	1890	MISSISSIPPI	280	SUNFLOWER	1330	9384	72068677	0	0.6512805819511414	0	0	0	0	0		0	0.0			44937053	34854283	18526682	13329743	10479735	0.6931472	69716687	4418428							9146761	0.0	23587828	0	1	-42800000	42800000
2801330.0	1900	MISSISSIPPI	280	SUNFLOWER	1330	16084	72068677	0	0.5319867730140686	0	0	0	0	0	10542352	0	0.0	46579857	36473715	42054367	3533752	19099386	15221236	11207704	37841897	79028573	38667355							968558	0.0	14633494	0	1	-61400000	61400000
2801350.0	1870	MISSISSIPPI	280	TALLAHATCHIE	1350	672545751953125	71801133	0	0.551228940486908	0	0	0	0	0	115345634	0	0.0	4747933	21061294	4674036	37566643	21201055	15878099	10401465	29361742	5954379	4786973							8813655	0.0	21894299	0	1	-37800000	37800000
2801350.0	1880	MISSISSIPPI	280	TALLAHATCHIE	1350	10926	71801133	0	0.6453555822372437	0	0	0	0	0	6648252	0	0.0	4196939	0.858221	4160812	29737134	152479	13583823	10657283	27080503	69157233	50583887							9298901	0.0	16484648	0	1	-45100000	45100000
2801350.0	1890	MISSISSIPPI	280	TALLAHATCHIE	1350	14361	71801133	0	0.5848634839057922	0	0	0	0	0	6730798	0	0.0	4209279	-0.61039245	42011766	33356602	15394299	15998384	1117211	13862944	7076654	5231549							9572271	0.0	1348177	0	1	-51600000	51600000
2801350.0	1900	MISSISSIPPI	280	TALLAHATCHIE	1350	19600	71801133	0	0.48012685775756836	0	0	0	0	0	8607286	0	0.0	4455194	22372844	4339967	34616635	17914193	15847583	11468043	38918202	8098339	4061999							9883285	0.0	1572432	0	1	-59300000	59300000
2801370.0	1870	MISSISSIPPI	280	TATE	1370	14666844985961900	7387275	0	0.5923492535948753	0	0	0	0	0	10221459	0	0.0	46270742	17844093	45670376	37438717	19844239	17895085	113828535	35597286	7445713	42422876							9593345	0.0	16079243	0	1	-47700000	47700000
2801370.0	1880	MISSISSIPPI	280	TATE	1370	18721	7387275	0	0.5662466287612915	0	0	0	0	0	7268346	0	0.0	42861137	13381337	4232243	3197005	16046833	18985078	11735909	2944439	7760467	4757919							9837401	0.0	10316402	0	1	-30900000	30900000
2801370.0	1890	MISSISSIPPI	280	TATE	1370	19253	7387275	0	0.5372362732887268	0	0	0	0	0	54563187	0	0.0	39993594	0.2936761	39744687	34596372	16165285	2032337	11897759	23978953	8018954	46001744							9865422	0.0	6973601	0	1	-44700000	44700000
2801370.0	1900	MISSISSIPPI	280	TATE	1370	20618	7387275	0	0.41931572556495667	0	0	0	0	0	8008924	0	0.0	43831415	24842758	42209306	34740615	18916974	17655184	11699438	42341065	8217169	4167272							993392	0.0	11651232	0	1	-48600000	48600000
2801390.0	1870	MISSISSIPPI	280	TIPPAH	1390	102188857421875	7450023	0	0.5603809952735901	0	0	0	0	0	9368529	0	0.0	45399413	23423538	44222035	37197778	18372273	16135017	10845494	3512308	7132326	4121078							9231993	0.0	1658837	0	1	-39300000	39300000
2801390.0	1880	MISSISSIPPI	280	TIPPAH	1390	12867	7450023	0	0.38060107827186584	0	0	0	0	0	60501595	0	0.0	41026697	17071122	40071254	3101567	14248849	14543386	109167595	3465736	72889276	53066907							9462421	0.0	12842845	0	1	-34900000	34900000
2801390.0	1890	MISSISSIPPI	280	TIPPAH	1390	12951	7450023	0	0.41498199105262756	0	0	0	0	0	41144547	0	0.0	37170913	17682832	3563423	3400425	15986471	19279577	11396886	30910425	7492203	52969575							9468928	0.0	5131845	0	1	-47500000	47500000
2801390.0	1900	MISSISSIPPI	280	TIPPAH	1390	12983	7450023	0	0.5287212133407593	0	0	0	0	0	63465916	0	0.0	4150503	19447652	4033779	3407996	1720773	17209935	111923895	38066626	77354336	47047763							9471396	0.0	10102527	0	1	-62200000	62200000
2801410.0	1870	MISSISSIPPI	280	TISHOMINGO	1410	7372789962768550	74878616	0	0.4062063207384199	0	0	0	0	0	90326584	0	0.0	4503432	29454281	42670054	36167433	11716014	13403254	10245876	30927033	696224	35370088							8905552	0.0	1866556	0	1	-31000000	31000000
2801410.0	1880	MISSISSIPPI	280	TISHOMINGO	1410	8774	74878616	0	0.3758128583431244	0	0	0	0	0	37365967	0	0.0	36207602	22717288	33203423	2941321	10117874	14767593	10556308	29957323	6982863	54933324							9079548	0.0	6319139	0	1	-38100000	38100000
2801410.0	1890	MISSISSIPPI	280	TISHOMINGO	1410	9302	74878616	0	0.3757692873477936	0	0	0	0	0	365559	0	0.0	35988426	24071465	32368598	30012	0.8470828	14351766	10573161	31354942	70825486	53556175							9137984	0.0	60598383	0	1	-45300000	45300000
2801410.0	1900	MISSISSIPPI	280	TISHOMINGO	1410	10124	74878616	0	0.504498302936554	0	0	0	0	0	4914411	0	0.0	3894757	18507016	37560668	3220021	14196607	15162077	10738872	34339871	7393263	48467107							9222664	0.0	9392007	0	1	-50200000	50200000
2801430.0	1870	MISSISSIPPI	280	TUNICA	1430	354198974609375	7024522	0	0.4390869140625	0	0	0	0	0	9287383	0	0.0	4531242		4531242	33868673	16267562	0.9704876	9142932		39928172	4198851							8172444	0.0	3518973	0	1	-28800000	28800000
2801430.0	1880	MISSISSIPPI	280	TUNICA	1430	8461	7024522	0	0.7539615035057068	0	0	0	0	0	1241176	0	0.0	48212295	-10881484	4818512	35361156	22840598	15362151	10579437	0.0	6410175	52432513							9043222	0.0	26636885	0	1	-40900000	40900000
2801430.0	1890	MISSISSIPPI	280	TUNICA	1430	12158	7024522	0	0.6942963004112244	0	0	0	0	0		0	0.0			44376163	36095698	19534488	15760864	10981829	0.6931472	7185387	4542194							9405743	0.0	17488264	0	1	-68500000	68500000
2801430.0	1900	MISSISSIPPI	280	TUNICA	1430	16479	7024522	0	0.5703502297401428	0	0	0	0	0	12752843	0	0.0	4848339	27412217	47187	34526453	2002426	17352113	11445053	37841897	79731555	3942234							9709842	0.0	19756618	0	1	-79400000	79400000
2801450.0	1870	MISSISSIPPI	280	UNION	1450	9153684692382810	7582372	0	0.5069927722215652	0	0	0	0	0	8785107	0	0.0	4475643	20378985	43842316	3783218	173541	16262914	10748203	31223822	71778975	39536405							9121912	0.0	15767334	0	1	-31400000	31400000
2801450.0	1880	MISSISSIPPI	280	UNION	1450	13030	7582372	0	0.5554391741752625	0	0	0	0	0	5484459	0	0.0	40045037	14712427	39217741	3261553	16380202	14757793	10950789	28903718	76009026	49093313							947501	0.0	11542027	0	1	-37300000	37300000
2801450.0	1890	MISSISSIPPI	280	UNION	1450	15606	7582372	0	0.5150248408317566	0	0	0	0	0	38653725	0	0.0	3654643	11759008	35670695	33779027	14589757	16591003	11314511	30445225	7761745	4905579							9655411	0.0	67393875	0	1	-49300000	49300000
2801450.0	1900	MISSISSIPPI	280	UNION	1450	16522	7582372	0	0.4832976162433624	0	0	0	0	0	6526147	0	0.0	4178402	20766232	40480213	34992476	1976655	16098131	11322261	38066626	79707403	4379887							9712448	0.0	11452499	0	1	-56100000	56100000
2801490.0	1870	MISSISSIPPI	280	WARREN	1490	24649595703125	7722619	0	0.6431700587272644	0	0	0	0	0	16527281	0	0.0	51075974	38333752	47795815	32795882	14575832	16960264	11808542	5274102	78005853	41590037							10112515	0.0	21835897	0	1	-72700000	72700000
2801490.0	1880	MISSISSIPPI	280	WARREN	1490	31238	7722619	0	0.7285608649253845	0	0	0	0	0	5378574	0	0.0	39850085	29524136	35448248	22760994	0.93561745	0.6532258	11002616	40775375	68844867	5308526							10349391	0.0	18022106	0	1	-52300000	52300000
2801510.0	1870	MISSISSIPPI	280	WASHINGTON	1510	112929482421875	7510219	0	0.4820089638233185	0	0	0	0	0	263027	0	0.0	55722566	-0.039838653	55685964	4004292	36605122	15712979	10903232	0.4384297	5286546	57188773							9331934	0.0	54450863	0	1	-39300000	39300000
2801510.0	1880	MISSISSIPPI	280	WASHINGTON	1510	25367	7510219	0	0.6157534718513489	0	0	0	0	0	10674877	0	0.0	46704783	2005983	45983005	29636505	18737743	13297839	11470988	21972246	61180973	59950047							10141205	0.0	26272335	0	1	-56800000	56800000
2801530.0	1870	MISSISSIPPI	280	WAYNE	1530	422262682723999	73818927	0	0.5820042928680778	0	0	0	0	0	30894894	0	0.0	34305909	0.9779966	33405898	35701582	0.50705236	10684432	9416656	0.7128899	56577873	41769423							8348212	0.0	97002	0	1	-32900000	32900000
2801530.0	1880	MISSISSIPPI	280	WAYNE	1530	877427802658081	73818927	0	0.5989640197949484	0	0	0	0	0	5530601	0	0.0	40128818	3160737	34568856	30003023	0.8232121	0.87643677	9956017	31798983	64935856	494639							9079579	0.0	13203062	0	1	-45800000	45800000
2801530.0	1890	MISSISSIPPI	280	WAYNE	1530	9817	73818927	0	0.5530903339385986	0	0	0	0	0	57625854	0	0.0	40539713	31262484	35506952	3266127	0.9831694	11651098	1035698	3637586	7089243	4988661							9191871	0.0	10865421	0	1	-49300000	49300000
2801530.0	1900	MISSISSIPPI	280	WAYNE	1530	12539	73818927	0	0.527110755443573	0	0	0	0	0	7566353	0	0.0	43262963	36534147	36124644	3247808	13857758	11666636	10603263	40073333	74899707	4767474							9436599	0.0	11539785	0	1	-54600000	54600000
2801550.0	1870	MISSISSIPPI	280	WEBSTER	1550	8430592529296870	7347646	0	0.5038514174520969	0	0	0	0	0	7221399	0	0.0	4279634	0.91873837	42443132	35602732	0.92826855	14915165	10531138	21900342	66722965	4231315							9039622	0.0	15686438	0	1	-44200000	44200000
2801550.0	1880	MISSISSIPPI	280	WEBSTER	1550	9534	7347646	0	0.4339955449104309	0	0	0	0	0	55274387	0	0.0	40123096	0.19829357	39900033	3432484	17890812	14513884	10614008	21972246	7251345	5185514							916262	0.0	12662122	0	1	-51000000	51000000
2801550.0	1890	MISSISSIPPI	280	WEBSTER	1550	12060	7347646	0	0.41088104248046875	0	0	0	0	0	41473217	0	0.0	37250478	16140211	35959482	3380278	14199264	1694809	11092459	32580965	7344719	5262926							939765	0.0	66935163	0	1	-47600000	47600000
2801550.0	1900	MISSISSIPPI	280	WEBSTER	1550	13619	7347646	0	0.48821064829826355	0	0	0	0	0	6629239	0	0.0	4194075	23812227	4015919	34725368	16820028	1776928	11296149	40430512	77240047	466703							9519221	0.0	9383861	0	1	-65800000	65800000
2801570.0	1870	MISSISSIPPI	280	WILKINSON	1570	12705	7180678	0	0.8034310936927795	0	0	0	0	0	95871155	0	0.0	4563005	0.8008662	4539497	36377063	0.9413346	15858482	11035599	19459101	7021084	42650285							9449751	0.0	19175795	0	1	-34000000	34000000
2801570.0	1880	MISSISSIPPI	280	WILKINSON	1570	17815	7180678	0	0.6456104516983032	0	0	0	0	0	5009273	0	0.0	39138758	-0.6662869	39035697	28981192	16686754	12481414	11035937	20794415	6976348	54989824							9787796	0.0	1423108	0	1	-46000000	46000000
2801570.0	1890	MISSISSIPPI	280	WILKINSON	1570	17592	7180678	0	0.696816623210907	0	0	0	0	0	8258782	0	0.0	4413862	-0.25480422	44044333	34846973	16160102	1894892	11670092	21972246	7650169	4844607							97752	0.0	12299285	0	1	-50000000	50000000
2801570.0	1900	MISSISSIPPI	280	WILKINSON	1570	21453	7180678	0	0.641532838344574	0	0	0	0	0	58690067	0	0.0	40722704	10647316	40215945	32947383	18380389	16277469	11601367	36888795	78961806	4588633							9973619	0.0	10955568	0	1	-53200000	53200000
2801590.0	1870	MISSISSIPPI	280	WINSTON	1590	7623995776176450	74778404	0	0.5224731682683341	0	0	0	0	0	546294	0	0.0	4000572	0.87112314	39558449	33925807	13886462	14899073	10428964	-0.15952028	6530082	42734556							8939055	0.0	11774516	0	1	-42600000	42600000
2801590.0	1880	MISSISSIPPI	280	WINSTON	1590	10087	74778404	0	0.41026386618614197	0	0	0	0	0	57987213	0	0.0	40602226	10218139	40111256	31785164	13341763	14974352	10716438	23025851	7113956	54783955							9219003	0.0	12350425	0	1	-54500000	54500000
2801590.0	1890	MISSISSIPPI	280	WINSTON	1590	12089	74778404	0	0.4337339699268341	0	0	0	0	0	4649119	0	0.0	3839263	0.9526631	3781882	33409345	10260917	16600344	11060085	29957323	74000096	5263534							9400051	0.0	8346544	0	1	-53000000	53000000
2801590.0	1900	MISSISSIPPI	280	WINSTON	1590	14124	74778404	0	0.515551745891571	0	0	0	0	0	6724915	0	0.0	42084045	10426526	41653066	34050322	193054	19403418	11495973	34011974	7860185	47799287							9555631	0.0	9253156	0	1	-65600000	65600000
2801610.0	1870	MISSISSIPPI	280	YALOBUSHA	1610	13895566345214800	74192967	0	0.36896764300763607	0	0	0	0	0	951693	0	0.0	45556574	3560623	4094081	32565804	1653506	13843577	10923683	39562795	6338675	3121716							9539325	0.0	15025117	0	1	-43500000	43500000
2801610.0	1880	MISSISSIPPI	280	YALOBUSHA	1610	15649	74192967	0	0.581394612789154	0	0	0	0	0	5313036	0	0.0	39727485	11900674	39088793	3010288	15701165	15241736	11182336	27080503	74115562	5087072							9658162	0.0	10855866	0	1	-42600000	42600000
2801610.0	1890	MISSISSIPPI	280	YALOBUSHA	1610	16629	74192967	0	0.5354558825492859	0	0	0	0	0	7049961	0	0.0	4255607	32648368	3791521	3227009	1508471	17406318	11459536	23025851	73639135	52973757							9718904	0.0	77748127	0	1	-57400000	57400000
2801610.0	1900	MISSISSIPPI	280	YALOBUSHA	1610	19742	74192967	0	0.5109601616859436	0	0	0	0	0	7699574	0	0.0	434375	30293665	4030901	32736156	18474835	15876337	11478137	40430512	79168077	457629							9890504	0.0	11510587	0	1	-54000000	54000000
2801630.0	1870	MISSISSIPPI	280	YAZOO	1630	175037901763916	73532615	0	0.7850881405174732	0	0	0	0	0	13302576	0	0.0	4890543	0.86786807	48724756	3845565	2082798	185888	11629053	28920846	7359426	45560985							9770173	0.0	20360472	0	1	-56700000	56700000
2801630.0	1880	MISSISSIPPI	280	YAZOO	1630	33845	73532615	0	0.5963335633277893	0	0	0	0	0	8193839	0	0.0	44059677	12841705	4360889	31336362	19880747	15295252	11959072	32580965	7404279	56185665							10429546	0.0	16968584	0	1	-59800000	59800000
2801630.0	1890	MISSISSIPPI	280	YAZOO	1630	36394	73532615	0	0.6529975533485413	1	0	50	1	0	8209595	0,4054239613	0.0013738528	4407889	2029072	43106503	33206446	184054	17594616	122616205	34965076	823244	4957339	51416636	3912023	48598123	-53604956	-6590136	-5642347	10502159	0.027477056	12822338	0	1	70000000	48800000
2801630.0	1900	MISSISSIPPI	280	YAZOO	1630	43948	73532615	0	0.5705364346504211	1	0	100	0	0	9911807	0,3357377784	0.0011377082	45963116	29773138	4375544	34052863	20655105	16896752	12380438	48441873	8815964	4259165	6156979	3912023	50875964	-45337834	-67787395	-5603166	106907625	0.022754164	14670942	0	1	70700000	84400000
